customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,SupportTickets,Churn
CUST-11973,Female,0,Yes,No,26,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,84.73,2202.81,3,Yes
CUST-11974,Female,0,No,No,8,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,80.99,691.53,0,Yes
CUST-11975,Male,0,Yes,Yes,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,33.2,736.21,2,No
CUST-11976,Male,0,Yes,Yes,19,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,No,Credit card (automatic),87.97,1692.26,1,No
CUST-11977,Male,0,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),24.9,1341.65,0,No
CUST-11978,Male,0,Yes,Yes,29,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer (automatic),65.36,1892.59,0,Yes
CUST-11979,Female,0,Yes,No,22,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),75.34,1648.41,0,Yes
CUST-11980,Male,0,No,No,24,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,68.02,1624.9,1,No
CUST-11981,Female,0,No,Yes,22,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,68.9,1517.44,1,Yes
CUST-11982,Female,0,Yes,No,10,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),36.33,371.77,3,No
CUST-11983,Male,0,Yes,No,42,Yes,Yes,DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),75.6,3177.14,3,Yes
CUST-11984,Female,0,No,Yes,2,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Mailed check,95.98,189.55,1,Yes
CUST-11985,Female,1,Yes,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,34.2,575.07,0,No
CUST-11986,Female,0,Yes,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,35.94,485.23,0,No
CUST-11987,Female,0,Yes,Yes,17,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,89.67,1544.57,3,Yes
CUST-11988,Male,0,Yes,No,41,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,One year,Yes,Bank transfer (automatic),100.73,4121.97,3,Yes
CUST-11989,Male,1,No,Yes,22,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,95.46,,2,Yes
CUST-11990,Female,0,No,No,25,Yes,No,DSL,No,No,No,No,No,No,One year,No,Credit card (automatic),44.64,1060.2,2,No
CUST-11991,Male,0,Yes,No,39,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,62.22,2436.7,1,No
CUST-11992,Male,0,Yes,No,37,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,66.96,2443.44,1,No
CUST-11993,Male,0,Yes,No,35,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),97.44,3430.69,2,Yes
CUST-11994,Male,0,Yes,No,25,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),60.71,1553.9,1,Yes
CUST-11995,Male,0,No,Yes,53,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,65.17,3466.18,4,No
CUST-11996,Female,0,No,No,13,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,79.98,1077.36,0,Yes
CUST-11997,Male,1,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Electronic check,99.07,2184.64,4,Yes
CUST-11998,Male,0,No,No,18,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),97.25,1783.93,0,No
CUST-11999,Male,0,No,No,18,No,No phone service,DSL,No,Yes,No,Yes,No,No,One year,Yes,Mailed check,56.89,1012.36,0,Yes
CUST-12000,Male,0,No,Yes,11,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),100.18,1090.47,1,No
CUST-12001,Female,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,36.05,1624.71,0,No
CUST-12002,Female,0,Yes,No,38,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),78.17,3014.19,2,No
CUST-12003,Female,0,No,No,22,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),81.07,1802.04,1,No
CUST-12004,Female,0,Yes,No,34,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,88.95,2985.4,1,Yes
CUST-12005,Male,0,No,Yes,47,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,23.93,1146.16,0,No
CUST-12006,Female,0,No,No,69,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),75.01,5200.27,0,No
CUST-12007,Male,0,No,No,7,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),71.0,477.84,2,No
CUST-12008,Male,0,Yes,No,23,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card (automatic),71.86,1665.05,1,No
CUST-12009,Male,0,No,No,57,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),87.32,4983.93,1,No
CUST-12010,Male,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,27.69,1984.87,2,No
CUST-12011,Male,1,No,Yes,32,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),82.85,2644.56,0,No
CUST-12012,Female,1,Yes,No,45,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,No,Credit card (automatic),104.14,4649.05,2,No
CUST-12013,Female,0,No,No,1,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),102.08,93.11,2,Yes
CUST-12014,Female,0,No,No,33,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),58.34,1920.11,1,Yes
CUST-12015,Female,0,Yes,No,21,No,No phone service,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,94.66,1982.46,0,No
CUST-12016,Male,0,Yes,No,42,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),82.32,3454.24,1,No
CUST-12017,Female,0,No,Yes,72,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,82.12,5951.39,0,No
CUST-12018,Male,0,Yes,Yes,25,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),67.89,1704.8,1,No
CUST-12019,Female,0,No,No,24,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Mailed check,92.3,2233.7,2,No
CUST-12020,Male,0,Yes,No,15,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Bank transfer (automatic),83.2,1261.59,2,No
CUST-12021,Male,0,No,No,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,No,Electronic check,84.57,170.19,1,No
CUST-12022,Female,0,No,No,17,Yes,Yes,DSL,No,No,No,No,No,Yes,Two year,No,Electronic check,63.35,1110.6,2,No
CUST-12023,Male,0,Yes,No,7,Yes,No,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,64.12,481.78,0,Yes
CUST-12024,Male,0,Yes,No,7,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,65.66,478.42,0,Yes
CUST-12025,Female,0,No,No,33,Yes,No,DSL,Yes,No,No,No,No,No,One year,No,Electronic check,59.96,1983.92,1,No
CUST-12026,Male,0,Yes,No,9,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,72.18,649.59,1,No
CUST-12027,Female,0,Yes,Yes,27,Yes,No,DSL,Yes,No,Yes,No,Yes,No,Two year,Yes,Bank transfer (automatic),74.91,2033.23,3,No
CUST-12028,Female,0,No,No,72,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,89.14,6385.11,1,Yes
CUST-12029,Female,0,Yes,No,18,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,82.54,1487.79,1,Yes
CUST-12030,Male,0,Yes,No,7,Yes,Yes,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),58.63,432.91,0,No
CUST-12031,Male,0,No,Yes,72,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,103.64,7434.6,2,No
CUST-12032,Male,0,Yes,No,11,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,68.73,726.78,1,No
CUST-12033,Female,0,Yes,No,17,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,96.16,1622.53,2,Yes
CUST-12034,Male,0,Yes,Yes,51,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,29.31,1479.14,2,No
CUST-12035,Female,0,No,No,9,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Two year,Yes,Credit card (automatic),103.22,943.57,2,No
CUST-12036,Female,0,No,No,16,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,60.34,973.88,1,No
CUST-12037,Male,1,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),37.46,367.26,1,No
CUST-12038,Female,0,Yes,Yes,50,No,No phone service,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,89.78,4466.25,0,No
CUST-12039,Male,0,Yes,Yes,8,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,88.98,714.26,2,Yes
CUST-12040,Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),108.19,4037.95,2,Yes
CUST-12041,Male,0,Yes,No,23,Yes,No,DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),64.93,1525.22,0,No
CUST-12042,Male,1,No,Yes,15,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,97.65,1433.42,2,Yes
CUST-12043,Male,0,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Electronic check,83.19,1876.33,2,No
CUST-12044,Female,0,Yes,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),27.3,477.2,1,Yes
CUST-12045,Female,0,Yes,Yes,13,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,64.15,812.31,2,No
CUST-12046,Female,0,No,No,4,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),85.17,328.94,2,Yes
CUST-12047,Male,0,No,No,9,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.26,358.1,0,Yes
CUST-12048,Male,0,No,No,29,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,81.14,2355.2,2,No
CUST-12049,Male,0,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,34.61,683.1,1,No
CUST-12050,Female,0,No,No,36,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,82.04,2929.74,3,Yes
CUST-12051,Male,0,Yes,Yes,27,Yes,No,DSL,No,Yes,No,No,No,No,One year,Yes,Credit card (automatic),55.48,1501.77,0,No
CUST-12052,Female,1,Yes,No,1,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Credit card (automatic),60.22,52.69,0,No
CUST-12053,Female,0,No,No,33,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,Yes,Electronic check,94.75,3138.6,2,No
CUST-12054,Male,0,No,No,8,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,82.21,664.87,0,Yes
CUST-12055,Male,0,No,No,25,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,One year,No,Electronic check,81.44,2044.5,1,No
CUST-12056,Female,0,No,No,5,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),65.49,354.44,2,Yes
CUST-12057,Male,0,No,Yes,49,Yes,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,61.48,3029.77,0,No
CUST-12058,Female,0,No,No,42,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,82.83,3509.55,2,Yes
CUST-12059,Male,0,No,No,20,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),67.76,1352.99,1,Yes
CUST-12060,Male,0,No,No,41,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Credit card (automatic),76.45,3152.66,3,No
CUST-12061,Female,1,Yes,Yes,10,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,93.47,925.38,1,Yes
CUST-12062,Male,0,No,Yes,14,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,96.06,1335.38,0,Yes
CUST-12063,Female,0,No,Yes,48,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),53.18,2532.05,2,No
CUST-12064,Male,1,Yes,No,0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,87.31,47.95,1,Yes
CUST-12065,Female,0,No,No,21,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Bank transfer (automatic),77.47,1609.92,0,No
CUST-12066,Female,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,One year,No,Electronic check,83.23,2685.79,0,No
CUST-12067,Male,0,Yes,No,16,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.86,331.37,1,No
CUST-12068,Female,0,No,Yes,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,38.93,2227.74,1,No
CUST-12069,Male,1,Yes,No,68,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Electronic check,61.29,4174.42,1,Yes
CUST-12070,Male,1,No,No,33,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Bank transfer (automatic),97.65,3224.1,0,No
CUST-12071,Male,0,No,No,8,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Credit card (automatic),80.91,638.65,2,No
CUST-12072,Female,0,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),24.17,1048.08,2,No
CUST-12073,Female,0,Yes,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.06,1354.32,0,No
CUST-12074,Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),82.72,2156.65,0,Yes
CUST-12075,Male,0,Yes,Yes,22,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,23.77,527.88,1,No
CUST-12076,Female,0,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,28.87,302.23,1,No
CUST-12077,Male,1,No,Yes,30,Yes,No,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),85.01,2572.08,0,No
CUST-12078,Male,1,Yes,No,22,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Electronic check,107.93,2368.95,1,No
CUST-12079,Female,0,Yes,Yes,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,87.9,88.93,1,No
CUST-12080,Male,0,No,No,40,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Credit card (automatic),94.23,3754.93,1,Yes
CUST-12081,Female,0,No,No,7,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,No,Mailed check,96.75,694.6,1,No
CUST-12082,Male,0,No,No,72,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,85.16,6152.17,0,No
CUST-12083,Female,0,No,No,27,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Credit card (automatic),63.33,1701.51,2,No
CUST-12084,Male,0,Yes,Yes,20,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,22.16,455.79,0,No
CUST-12085,Male,0,Yes,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.26,922.91,0,No
CUST-12086,Female,0,Yes,No,25,Yes,No,DSL,No,Yes,No,No,No,Yes,One year,No,Credit card (automatic),66.52,1662.74,3,No
CUST-12087,Male,0,No,No,17,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),107.23,1847.64,0,Yes
CUST-12088,Female,1,No,No,4,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),84.35,379.49,0,No
CUST-12089,Male,0,No,No,58,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Bank transfer (automatic),87.1,5026.76,1,No
CUST-12090,Female,0,No,No,26,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),104.39,2720.29,2,Yes
CUST-12091,Female,0,No,Yes,50,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),102.12,5082.28,0,No
CUST-12092,Female,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,Yes,Credit card (automatic),107.61,516.17,2,Yes
CUST-12093,Female,1,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.11,248.93,3,No
CUST-12094,Male,0,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,83.09,1318.08,2,No
CUST-12095,Male,0,Yes,No,8,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Electronic check,105.25,809.25,1,No
CUST-12096,Female,0,No,No,40,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,99.32,4000.15,2,No
CUST-12097,Female,0,Yes,No,20,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),31.77,636.37,0,Yes
CUST-12098,Female,0,No,No,30,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,61.69,1847.02,0,Yes
CUST-12099,Male,0,No,No,14,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),88.85,1243.31,1,No
CUST-12100,Male,0,Yes,Yes,52,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,29.11,1532.62,0,No
CUST-12101,Male,0,Yes,Yes,43,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,Yes,One year,Yes,Mailed check,96.04,4117.32,0,No
CUST-12102,Male,0,Yes,No,39,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,37.1,1443.1,0,No
CUST-12103,Female,0,Yes,No,27,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),79.12,2096.03,2,Yes
CUST-12104,Female,0,No,No,58,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,18.89,1093.93,1,No
CUST-12105,Female,0,Yes,No,44,No,No phone service,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,84.48,3681.71,2,Yes
CUST-12106,Male,1,No,No,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),39.99,932.5,1,No
CUST-12107,Male,1,No,No,15,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Two year,No,Electronic check,91.59,1360.37,2,No
CUST-12108,Male,0,No,No,20,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,73.44,1465.12,6,Yes
CUST-12109,Female,0,No,No,34,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,100.8,3404.8,1,Yes
CUST-12110,Female,0,Yes,Yes,5,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,85.06,421.67,0,No
CUST-12111,Male,0,Yes,Yes,12,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,111.89,1371.86,0,Yes
CUST-12112,Female,0,Yes,Yes,57,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,No,Bank transfer (automatic),100.21,5704.61,3,Yes
CUST-12113,Male,0,Yes,No,49,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,77.65,3789.74,3,No
CUST-12114,Male,0,No,No,20,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,58.9,1163.24,1,No
CUST-12115,Female,0,No,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,104.25,7512.37,2,Yes
CUST-12116,Male,1,Yes,No,42,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,65.59,2791.05,1,No
CUST-12117,Female,0,Yes,Yes,26,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,73.67,1903.76,3,Yes
CUST-12118,Male,0,Yes,No,49,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),92.03,4507.41,0,Yes
CUST-12119,Female,0,No,No,15,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,88.7,1281.67,2,Yes
CUST-12120,Female,0,No,No,13,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,30.28,377.77,1,No
CUST-12121,Female,1,No,No,22,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,109.89,2416.86,0,Yes
CUST-12122,Male,0,No,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),35.44,895.97,1,No
CUST-12123,Male,0,Yes,No,13,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Electronic check,73.48,926.68,0,No
CUST-12124,Female,0,Yes,Yes,63,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.43,1695.55,1,No
CUST-12125,Female,1,Yes,Yes,18,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),31.71,557.02,0,No
CUST-12126,Male,0,Yes,Yes,4,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),98.52,414.61,0,Yes
CUST-12127,Male,0,No,No,27,No,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),64.39,1693.81,1,Yes
CUST-12128,Male,0,No,No,21,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,No,Credit card (automatic),97.07,2010.82,0,No
CUST-12129,Female,0,No,No,45,Yes,No,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,75.09,3418.73,0,No
CUST-12130,Male,0,No,No,15,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),93.1,1376.02,2,Yes
CUST-12131,Male,0,Yes,Yes,40,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,Yes,Bank transfer (automatic),58.94,2347.75,1,No
CUST-12132,Female,0,Yes,No,30,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Electronic check,102.68,3106.51,1,No
CUST-12133,Male,0,No,No,51,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,Month-to-month,No,Electronic check,77.03,3916.61,0,No
CUST-12134,Male,0,No,No,27,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),57.28,1550.07,0,No
CUST-12135,Male,0,Yes,No,12,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,65.55,773.97,2,No
CUST-12136,Female,0,No,Yes,31,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Electronic check,61.5,1895.83,0,No
CUST-12137,Female,1,No,Yes,9,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),90.31,778.1,1,No
CUST-12138,Female,0,Yes,No,2,Yes,No,DSL,No,No,No,No,Yes,Yes,One year,No,Electronic check,68.39,133.58,4,Yes
CUST-12139,Female,0,No,Yes,13,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,83.34,1104.32,1,Yes
CUST-12140,Female,0,Yes,Yes,54,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),97.89,5300.06,1,No
CUST-12141,Female,0,No,No,72,Yes,No,DSL,No,No,Yes,No,No,Yes,One year,Yes,Mailed check,71.27,5150.12,2,No
CUST-12142,Female,0,No,No,5,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),66.54,328.02,1,Yes
CUST-12143,Male,0,No,No,47,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Bank transfer (automatic),118.34,5581.82,0,No
